PDBID,pK
5vs6,6.98
5vsc,6.29
5vr8,6.87
5vse,5.97
5vsb,5.12
5vsd,7.24
5vwi,4.84
5vwk,5.48
5vsk,5.74
5vt1,4.3
5vtb,6.96
5vsf,7.03
5w0e,9.03
5vyy,6.21
5w0f,7.8
5vzy,8.49
5w0i,8.85
5w0l,4.74
5vt4,4.35
5vzu,5.57
5vqx,6.32
5w0q,8.0
5w1e,5.24
5w10,6.62
5w12,7.28
5w14,7.34
5w13,7.66
5vsj,4.02
5w3i,5.8
5w1v,4.43
5w1w,5.52
5w2q,6.88
5w2p,6.88
5w19,5.3
5w44,6.44
5w38,7.33
5w4r,7.48
5w4s,4.03
5w4e,6.46
5w2s,7.33
5w4w,8.1
5w5k,8.3
5w4v,7.15
5w5j,5.82
5w5s,7.77
5w6e,8.04
5w5o,8.1
5w5u,7.19
5w73,6.3
5w5v,6.1
5w6i,6.9
5w6o,6.28
5w6r,7.57
5w7i,4.95
5w7x,4.1
5w7j,6.1
5w7u,8.05
5w84,6.44
5w88,4.52
5w86,8.7
5w85,8.0
5w92,7.7
5w6u,5.49
5w9g,6.82
5w6t,7.57
5w99,4.68
5w8h,4.63
5w8i,6.82
5wa5,6.72
5w8v,8.22
5w8j,6.43
5wa1,4.17
5wa6,6.36
5wa7,6.4
5w94,4.65
5wa8,6.23
5wa9,6.76
5wad,8.11
5wac,7.42
5wae,6.8
5wag,5.21
5waf,9.35
5wap,6.52
5wal,8.77
5wbf,3.81
5wbm,4.7
5wb6,10.7
5wcl,4.52
5wbo,4.21
5wb3,7.22
5wbk,6.03
5wbp,4.36
5wa4,5.89
5wbq,5.83
5wbz,6.41
5wdc,6.4
5wcm,4.0
5we9,7.22
5wdw,6.54
5wdj,6.96
5wbr,4.77
5web,8.0
5wej,4.82
5wei,5.7
5wbl,6.44
5wep,6.36
5wew,6.74
5wev,6.82
5wdl,6.17
5wf3,5.85
5wex,7.18
5wfj,8.89
5wf5,7.65
5wf6,7.83
5wfm,6.52
5wfw,6.1
5wfz,8.0
5wg4,7.0
5wf7,4.01
5wg3,8.1
5wg6,4.54
5wg8,5.74
5wfc,4.9
5wg7,4.7
5wef,6.44
5wgd,7.11
5wgq,6.48
5wg9,5.59
5wgp,5.62
5wh5,7.19
5whc,4.92
5wh6,7.92
5wg5,7.18
5wi1,5.0
5wic,4.64
5win,7.03
5wij,6.31
5wi0,3.44
5wio,5.03
5wii,4.49
5wik,6.21
5wip,4.71
5wir,7.12
5wjj,6.62
5wle,5.72
5wkl,6.15
5wkm,5.12
5wkh,3.85
5wkf,3.87
5wj6,7.57
5wl0,9.17
5wlo,10.82
5wmg,8.21
5wlt,6.81
5wou,6.18
5wlg,4.72
5wlv,8.52
5wmt,5.86
5wpb,3.57
5wo4,10.0
5wqa,7.96
5wqd,4.77
5wfd,4.58
5wqj,5.52
5wp5,5.34
5wr7,8.96
5wqc,8.96
5wqk,6.3
5wuu,6.09
5wxg,3.86
5ws3,8.96
5wuk,7.85
5wtt,6.6
5wxh,6.15
5wxf,4.48
5wxo,3.68
5wxp,3.35
5wvd,7.68
5wrs,5.52
5wzs,6.55
5wzt,6.66
5wyq,4.84
5wys,6.7
5wzu,7.0
5wyr,6.39
5wzv,6.68
5wzw,5.91
5wre,6.41
5x27,9.4
5x02,9.85
5x26,8.3
5x13,5.21
5wzr,7.29
5x4m,2.92
5x28,8.4
5x4n,4.17
5x4p,5.03
5x4o,4.06
5x4q,7.11
5x33,8.49
5x54,5.0
5x74,8.64
5x72,6.33
5x73,6.74
5wyx,6.66
5wyz,7.68
5x9o,5.3
5x5g,5.83
5x5o,8.3
5x9p,6.89
5x8i,8.7
5x79,4.92
5xff,8.21
5xbt,5.14
5x62,6.42
5xfj,8.22
5xg5,3.48
5xg4,5.15
5x9h,3.76
5xhz,6.49
5xaf,5.77
5xhs,5.05
5xhr,5.1
5xag,5.46
5xig,6.38
5xij,7.3
5xgl,6.88
5xih,7.15
5xgh,5.99
5xii,7.12
5xiw,4.96
5xjm,9.37
5xkm,7.62
5xmp,7.37
5xms,8.14
5xmr,7.61
5xmt,7.58
5xn3,6.17
5xo2,4.03
5xof,4.01
5xmu,7.51
5xmx,7.24
5xpi,5.28
5xpl,7.7
5xo7,6.36
5xpm,7.64
5xpn,6.99
5xmv,7.68
5xpo,7.08
5xp7,4.42
5xpp,7.44
5xsu,6.74
5xsr,7.69
5xqx,6.39
5xst,7.57
5xs8,5.41
5xs2,8.3
5xvf,6.15
5xv7,7.96
5xva,7.29
5xup,5.25
5xvg,8.05
5xxk,8.2
5xvq,5.05
5xvw,5.48
5xxf,5.74
5xvu,4.65
5xyf,5.98
5y0g,6.7
5xyy,5.04
5xyx,4.84
5y0f,6.68
5y0x,5.11
5xyz,8.1
5y12,6.23
5xwr,5.98
5y0z,6.34
5y20,4.52
5xw6,4.91
5xzr,5.49
5y1y,6.01
5y13,5.94
5y1u,5.12
5y21,6.47
5y48,5.85
5y59,5.29
5y24,8.34
5y3o,6.86
5y53,6.37
5y2f,5.15
5y5n,5.76
5y5u,7.75
5y5t,6.68
5y3n,7.1
5y62,1.74
5y61,1.72
5y6d,7.26
5y6g,7.0
5y6e,7.86
5y6f,6.85
5y7w,7.7
5y5w,6.1
5y6k,6.07
5y80,8.79
5y86,6.1
5y7h,7.73
5y7j,7.29
5y7k,9.18
5y8c,6.8
5y7z,7.81
5y8w,6.64
5y8y,7.09
5y8z,6.21
5y93,5.64
5y94,6.79
5y97,3.6
5y9l,5.72
5yas,3.26
5ya5,6.72
5yc3,4.85
5yc2,4.94
5ybe,6.24
5yba,4.77
5yc4,4.92
5ybi,3.49
5yc1,4.34
5yc8,8.19
5ye7,5.46
5ye9,6.45
5ye8,3.0
5yft,5.0
5ygd,7.27
5yfs,4.86
5yea,8.3
5yf1,3.28
5ygf,6.21
5ygi,7.05
5yh8,6.78
5yfz,6.96
5yg2,6.89
5yhe,6.69
5yg3,7.85
5yhg,6.02
5yg4,7.37
5yia,5.52
5yib,5.48
5yj8,3.98
5yid,5.4
5yjf,5.74
5yjk,6.09
5yie,5.25
5yji,5.3
5yhl,7.74
5yjm,7.68
5ykp,7.05
5yjp,6.62
5yjo,7.17
5yjb,7.54
5ylt,6.39
5ylj,3.86
5ymx,6.92
5yij,3.42
5yjy,6.94
5yof,5.82
5yl2,4.5
5yov,7.68
5yls,5.29
5yp5,4.6
5ypo,7.1
5ypp,4.64
5ypw,4.64
5yp6,4.6
5ypy,4.64
5yqx,6.96
5ylv,6.82
5yqn,4.03
5yql,4.59
5yqo,6.09
5yr5,6.74
5yr4,6.34
5yso,7.4
5ytu,4.92
5yqw,7.51
5yr6,5.34
5yum,3.65
5yu9,6.74
5yto,4.48
5yun,5.52
5yvx,5.89
5yv5,5.41
5ywx,9.85
5yy4,6.43
5yve,6.48
5yyf,6.48
5yy9,8.04
5yvt,3.96
5ywg,8.34
5yyz,4.18
5yyb,6.56
5yy6,7.62
5yz7,4.75
5ywy,7.23
5yz2,4.95
5z1c,2.86
5z1d,8.3
5z1e,8.3
5z1r,5.7
5z1s,6.16
5z4o,3.28
5z4h,3.02
5z5v,6.54
5z1t,6.2
5z89,6.71
5z7b,4.89
5yzd,6.7
5z66,6.69
5yzc,5.52
5z7j,6.6
5z9e,3.48
5z5f,2.17
5z95,6.55
5za1,7.52
5za8,6.29
5za7,5.87
5z99,6.88
5za2,5.77
5z68,5.89
5za9,6.74
5zae,6.81
5zag,6.97
5zaf,6.78
5zah,7.28
5zaj,7.38
5zbz,4.95
5zc5,7.06
5zdb,5.75
5zdc,5.75
5zdd,5.75
5zdf,5.7
5zde,5.75
5zdg,5.42
5zdp,7.18
5zcu,5.67
5ze6,3.35
5zgg,5.0
5zeq,8.82
5zef,1.75
5zfi,5.92
5zee,2.8
5zh3,4.67
5zh2,6.54
5zg0,7.09
5zh4,5.14
5zh5,5.33
5zg1,7.72
5zg3,7.21
5zhj,5.0
5zjy,8.18
5zhl,6.72
5zjz,7.37
5zk7,6.71
5zhm,6.14
5zia,6.52
5zhn,8.8
5zk5,8.37
5zk9,7.34
5zk3,8.74
5zk8,8.89
5zkb,8.7
5zkc,8.19
5zmq,4.74
5zma,5.52
5zml,8.11
5zjf,4.54
5zlf,3.48
5zms,5.23
5zla,4.3
5znp,4.69
5znr,4.67
5zku,4.3
5znl,8.77
5znc,7.52
5xvk,5.05
5zni,4.39
5zob,5.96
5zo7,9.0
5zo8,8.2
5zo9,8.2
5zqp,7.74
5zqo,7.71
5zqq,7.66
5zoo,5.65
5zr3,7.01
5zqr,7.97
5zuj,4.78
5zop,4.73
5zt1,4.67
5zwe,8.96
5ztn,8.3
5zu0,5.51
5zty,10.12
5zqu,5.15
5zun,9.19
5zwh,8.72
5zwf,8.74
5zwi,8.64
5zvw,8.62
5zxk,5.48
5zyg,5.21
5zyh,5.57
5zxi,9.15
5zyi,7.07
5zyj,7.21
5zys,6.27
5zyk,6.74
5zz4,9.17
5zyl,7.06
5zym,5.77
5zw6,8.0
5zz2,8.85
5zzw,5.51
6a03,5.25
6a05,4.89
6a04,5.21
6a6w,5.43
6a6k,7.46
6a06,8.47
6a1c,8.15
6a73,6.48
6a87,3.15
6a5e,5.49
6a30,4.89
6a84,8.28
6a80,5.9
6a9c,2.74
6a3n,8.06
6a8n,7.82
6a8g,6.61
6aa4,6.33
6aa5,7.28
6a9o,5.24
6a93,8.16
5yco,4.59
6aam,8.32
6a94,7.4
6aak,9.15
6aah,8.41
6aaj,8.3
6aad,2.79
6aao,2.11
6aan,2.75
6abp,6.36
6aaq,2.41
6acb,9.41
6abx,2.14
6abk,1.95
6aec,6.15
6aeh,5.75
6af9,5.49
6aej,6.15
6afa,5.49
5yic,5.89
6afc,6.03
6aee,5.37
6afd,5.43
6aff,5.41
6afg,4.86
6afh,6.12
6afe,5.36
6afr,7.15
6afi,6.2
6afj,6.28
6agp,5.05
6agg,4.07
6afl,7.0
6afk,6.0
6ahs,5.82
6agk,5.58
6ajg,5.78
6ahi,3.6
6ajr,4.31
6ai9,6.74
6agt,8.4
6ajv,5.04
6ajx,5.04
6ajy,5.28
6ajz,4.34
6ajh,6.54
6ak4,5.46
6ak5,6.12
6alc,7.51
6aji,4.53
6ak6,5.56
6alz,10.42
6ajj,6.8
6an1,5.35
5ylu,8.62
6akw,7.22
6aox,4.82
6aol,6.27
6aoy,4.97
6aom,6.2
6anl,8.27
6am8,4.89
6ap7,5.34
6ap8,5.1
6ap6,5.37
6apr,7.77
6apt,6.05
6ami,4.52
6apu,4.87
6apw,6.17
6aps,6.66
6apv,6.96
6aqf,8.67
6aqo,6.11
6ar4,6.24
6ar2,6.41
6apz,6.82
6arm,4.97
6aqs,7.55
6arn,5.19
6aqq,6.55
6aro,5.15
6at0,4.04
6as8,7.05
6asz,4.72
6atv,8.22
6ar9,5.18
6au2,2.3
6arv,7.34
6ary,7.6
6asu,5.21
6as6,4.82
6avi,5.71
6arj,7.6
6au5,5.57
6au9,5.96
6ax1,9.42
6awo,8.7
6awn,9.2
6aum,9.1
6ax4,8.22
6axb,6.3
6aud,6.22
6axk,6.52
6axj,5.0
6axl,7.11
6axq,4.0
6awp,7.16
6ay3,8.02
6ay5,7.16
6ayd,6.3
6ayi,6.68
6axp,5.07
6ayh,5.57
6ayn,5.04
6ayo,8.29
6ayr,8.39
6azk,5.64
6b0v,3.49
6ayt,8.85
6ays,9.19
6b16,7.49
6b0y,4.19
6ayq,8.19
6azl,4.93
6b1f,8.72
6b1c,6.95
6b1h,8.72
6b1j,7.37
6b27,5.03
6b1k,6.67
6b1w,7.37
6b1y,7.4
6b22,7.38
6b30,7.22
6b1x,7.4
6b1e,7.47
6b2c,7.03
6b33,8.12
6b31,8.44
6b1o,8.51
6b4l,6.47
6b4d,6.11
6b2p,8.89
6b2q,8.05
6b3e,6.99
6b4n,10.55
6b4u,7.68
6b5a,7.94
6b4w,8.3
6b41,8.48
6b3v,9.69
6b59,8.09
6b4h,8.52
6b5q,8.24
6b5j,7.1
6b5m,12.0
6b5o,8.33
6b5r,8.77
6b7a,4.49
6b5t,8.66
6b7c,5.14
6b67,5.05
6b7b,2.89
6b7f,3.87
6b7d,4.28
6b7e,4.55
6b8u,9.7
6b8j,8.3
6b8y,9.66
6b7h,9.03
6b98,4.65
6b95,5.15
6b96,7.84
6baw,5.38
6b97,6.63
6bbs,9.89
6bau,4.51
6bbu,7.54
6bbx,6.67
6ba7,8.15
6bbv,6.1
6b5i,5.96
6bc9,9.43
6bdy,5.69
6bcr,5.26
6bcy,4.81
6bfd,8.3
6bd1,4.78
6bfa,9.0
6bfe,5.85
6beb,3.61
6bfn,8.03
6bfp,7.7
6bed,4.72
6bee,4.66
6bec,4.01
6beh,4.09
6bgg,4.02
6bfw,6.66
6bfx,7.1
6bg3,4.92
6bg5,6.0
6bgu,6.28
6bgv,6.74
6bgy,6.82
6bef,3.98
6bgw,6.68
6bh2,5.62
6bgz,6.39
6bgx,6.33
6bh0,6.66
6bh3,4.92
6bhd,5.03
6bh1,7.22
6bh5,6.6
6bh8,5.12
6bhe,4.62
6bhh,3.76
6bic,5.62
6bhi,4.25
6bhv,5.23
6bib,5.8
6bid,5.54
6bik,8.19
6bil,6.24
6bij,6.05
6bir,7.52
6biv,6.52
6bin,6.34
6bjo,6.29
6biy,6.66
6bix,6.51
6biz,6.57
6bkh,8.89
6bke,8.35
6bkw,8.3
6bln,8.8
6bj3,4.77
6bj2,5.4
6bl1,6.96
6bm5,5.84
6bkx,6.39
6bm6,4.68
6bmi,5.05
6bnh,3.8
6bl2,7.39
6bky,6.57
6bmr,4.22
6bmv,4.68
6bnt,6.55
6bmx,4.72
6bqa,5.85
6bnk,6.99
6bny,6.4
6bod,4.26
6boe,5.54
6bnl,6.96
6bqd,6.39
6bqg,8.93
6bqj,6.0
6bq0,7.34
6bqh,9.8
6br2,8.72
6boy,5.74
6bqk,9.0
6bsl,9.0
6br3,8.72
6bo6,7.1
6bsk,6.92
6bsm,6.8
6bsx,3.3
6bt6,5.91
6bto,5.0
6bs3,5.82
6bu0,5.96
6bs5,5.7
6bs4,5.55
6bu3,6.55
6bw2,7.68
6buv,4.74
6bu1,7.22
6buu,5.44
6bvh,9.15
6bt0,5.68
6bvb,6.71
6bw8,9.0
6bx6,6.48
6bw3,5.53
6byk,3.41
6bw4,5.5
6c0s,7.05
6c0t,7.37
6bw5,8.25
6bxy,8.05
6c28,4.17
6by8,6.91
6c0u,5.99
6c0n,8.37
6c2x,4.76
6c1s,8.52
6c2r,9.1
6c2t,9.05
6c3e,7.2
6c3l,4.44
6c0r,7.51
6c3n,2.49
6c4u,6.1
6c4d,9.04
6c3u,5.4
6c5f,4.48
6c4g,8.3
6c42,8.21
6c2y,6.6
6c5q,6.66
6c5t,6.97
6c5j,7.16
6c5h,6.43
6c5k,7.16
6c7b,5.82
6c7d,9.77
6c7e,8.55
6c6o,8.3
6c67,5.92
6c7q,9.15
6c7r,9.0
6c7f,9.62
6c7g,7.74
6c7i,9.42
6c7j,8.88
6c7w,5.47
6c8c,6.38
6c7x,7.19
6c8x,12.3
6c91,6.19
6c85,3.9
6c98,4.1
6c99,5.62
6c8p,6.7
6c9n,4.78
6c9q,5.1
6c9p,5.64
6cb5,5.37
6c9s,7.32
6cbf,5.17
6cbg,3.95
6c9v,6.92
6c9r,6.71
6cbh,6.29
6cct,4.14
6ccu,4.45
6ccl,3.56
6cc9,3.15
6ccn,4.52
6cd4,5.34
6cco,7.29
6cck,7.43
6cd5,6.81
6ccy,8.52
6cd8,4.71
6cd9,4.42
6cdc,5.6
6cdg,5.72
6ccs,3.64
6cdj,11.7
6ccx,3.15
6ccq,6.6
6cdl,10.92
6cdm,9.09
6ce8,3.41
6ce6,5.1
6ce2,6.3
6cea,3.14
6ced,5.82
6cec,4.35
6cee,4.19
6cef,3.74
6cdo,8.97
6cdp,8.79
6cen,5.49
6ceh,7.44
6cex,1.7
6cgp,7.12
6cf5,1.7
6cfd,7.86
6cfc,3.68
6chh,5.57
6cf6,5.24
6cha,4.4
6cf7,7.91
6cgt,6.0
6cis,6.87
6ciy,6.7
6chm,3.7
6chn,7.96
6cj1,5.27
6chl,8.05
6cje,7.22
6cj5,5.19
6chp,10.12
6cho,6.78
6cjh,5.42
6cjp,8.11
6cjj,3.9
6cjr,9.52
6cjv,5.66
6cjw,5.74
6cjs,9.7
6cjy,7.64
6chq,5.36
6ck3,7.35
6ck6,9.0
6cki,7.24
6ckr,7.3
6cks,7.82
6cmj,8.3
6clv,4.88
6ckl,3.89
6ckx,7.89
6cmr,6.61
6cn5,7.7
6cms,5.82
6cn8,7.2
6cn6,8.3
6ckc,8.22
6co4,7.57
6cnj,8.11
6cer,5.36
6cnk,7.77
6cpa,11.52
6ckw,9.08
6cpw,8.25
6cq1,3.66
6cq0,4.46
6cq4,4.85
6cqf,8.35
6cqt,9.64
6cq5,4.24
6cqz,9.64
6coj,6.4
6csp,8.52
6csq,6.39
6csr,6.84
6cus,4.89
6css,7.6
6cv8,3.17
6cse,5.6
6csf,5.44
6ct7,7.0
6cvd,4.0
6cve,6.8
6cvw,8.15
6cvf,6.35
6cw4,2.82
6cvy,8.41
6cwi,7.54
6cwf,7.54
6cvx,7.68
6cwh,7.54
6cwn,6.65
6cw8,6.57
6cvv,4.12
6cyh,3.15
6cyg,4.17
6cyi,5.04
6cz3,7.25
6cz4,7.12
6czb,4.33
6cyc,7.85
6cyb,9.02
6cyd,8.7
6czi,6.25
6czc,4.78
6czd,3.85
6d07,5.28
6czu,6.32
6czv,6.64
6d08,5.29
6cze,4.03
6d15,4.48
6d17,4.82
6d16,5.08
6d1a,4.35
6d19,6.61
6d1d,4.47
6d1b,3.91
6d18,5.85
6d1h,3.72
6d1i,4.09
6d1g,4.47
6d1j,4.25
6d1l,8.12
6d28,6.7
6d1x,5.2
6d2o,5.3
6czf,5.8
6d1m,8.2
6d3g,4.7
6d1u,5.44
6d3x,10.29
6d3y,8.7
6d3z,8.92
6d49,3.93
6d4a,3.93
6d40,9.85
6d3q,8.47
6d4q,6.08
6d4r,5.96
6d4t,6.92
6d4s,6.05
6d4u,5.7
6d4v,6.64
6d50,5.05
6d4w,5.25
6d55,7.36
6d59,7.0
6byz,8.37
6d56,8.05
6d5e,6.85
6d5g,6.6
6d8e,6.47
6d5w,4.2
6d8v,5.42
6d5h,6.92
6d9x,3.49
6d5j,6.34
6d78,8.74
6da1,5.05
6dai,4.07
6da4,6.34
6dak,5.14
6dar,6.66
6d9s,5.96
6das,8.31
6dcz,7.17
6db3,7.25
6db4,7.31
6dcy,5.46
6dd0,5.48
6dat,5.05
6dd1,4.65
6dcg,8.15
6det,8.22
6df7,8.0
6df4,7.64
6df1,6.56
6dge,6.72
6df2,7.24
6d6t,8.21
6dgl,5.52
6dgq,5.51
6dgx,11.3
6d6u,8.21
6dgy,11.3
6dgz,11.3
6dgo,5.47
6dh0,10.59
6dh1,10.58
6dgr,4.91
6dh2,10.89
6dh3,11.3
6dh4,11.3
6dh5,11.3
6dh7,9.88
6dgt,7.38
6dh6,9.93
6dh8,9.84
6dha,5.68
6dhu,3.13
6di1,6.74
6dhc,7.96
6di0,5.22
6die,3.13
6dik,5.07
6dif,10.72
6dih,2.72
6ccm,5.25
6dj1,10.51
6dil,8.12
6dj2,8.12
6dj5,8.14
6dim,2.14
6dji,2.51
6dj7,8.72
6djd,2.14
6djc,6.63
6djj,4.1
6dkb,9.15
6dl2,7.48
6dkg,8.59
6dki,8.64
6dk1,7.65
6dkp,7.44
6dm8,7.28
6dl9,6.0
6dlj,5.55
6dn5,7.49
6dn6,8.15
6dne,7.48
6dlx,3.32
6do4,7.68
6do5,7.16
6do3,8.03
6do1,8.08
6dnp,5.18
6dq4,4.92
6dpy,4.1
6dpt,7.11
6dpx,5.89
6dpz,3.59
6dq5,5.19
6dqa,6.44
6dq6,5.07
6dqb,6.49
6drg,6.92
6dq8,6.59
6drx,9.24
6drz,9.8
6dry,9.43
6dko,5.8
6dsp,6.09
6ds0,8.66
6dql,7.89
6dub,4.74
6dtn,6.8
6dud,6.59
6drt,4.97
6dvl,7.96
6dvm,8.52
6duk,9.59
6dtw,8.26
6dtx,8.35
6duh,7.42
6dvn,7.85
6dxg,4.85
6dvo,7.22
6duf,8.14
6dxl,5.8
6dyn,3.19
6dy7,4.18
6dyo,4.49
6dxx,6.64
6dya,6.17
6dug,8.27
6dyr,3.66
6dys,4.25
6dyu,10.26
6dyw,10.44
6dyv,10.59
6dyy,10.55
6dzq,7.37
6dzx,5.46
6dz2,8.85
6dyz,9.2
6e05,4.26
6e0q,8.1
6dzy,5.52
6dz3,8.89
6e0r,7.7
6dzv,6.4
6dz0,9.03
6e06,4.26
6e1z,3.82
6e1y,7.66
6e22,8.89
6e1a,8.85
6e23,10.0
6e13,6.7
6e3m,8.64
6e3g,7.36
6e2m,5.66
6e3n,8.7
6e3o,8.7
6e2n,7.9
6e3p,8.7
6e4a,7.36
6e4c,9.92
6e2o,8.54
6e4f,9.07
6e3z,7.76
6e4u,7.87
6e4t,8.05
6e3s,6.78
6e49,4.72
6e5l,7.18
6e5s,6.44
6e4w,6.7
6e5t,6.55
6e5g,5.37
6e6j,8.1
6e5x,6.12
6e4v,6.29
6e6m,5.75
6e59,8.67
6e6w,9.96
6e7m,6.66
6e6v,7.77
6e7j,9.48
6e5b,8.66
6d1k,3.13
6e83,4.54
6e86,5.09
6e7t,6.89
6e7s,7.18
6e7r,6.83
6e7u,6.92
6e8k,6.04
6e8m,6.28
6e7v,6.48
6e7w,6.52
6e8x,6.22
6e92,7.46
6e91,6.62
6e9a,11.92
6e99,6.0
6eb2,6.32
6e9l,6.04
6eb1,5.33
6e9w,6.55
6e7x,6.76
6ebe,6.7
6ebw,8.6
6ecz,6.57
6eab,6.37
6eda,6.7
6ea1,6.59
6ea2,6.55
6edl,8.7
6ed6,7.43
6eaa,6.09
6d4o,6.28
6edr,4.55
6eeb,5.3
6eea,6.2
6eeh,6.54
6eds,8.77
6efj,3.32
6ee2,6.71
6efk,6.8
6ee3,6.86
6ee4,6.69
6eed,6.09
6eeo,6.43
6eg9,7.17
6ega,6.78
6egw,5.57
6ehh,7.49
6eh2,4.0
6egs,3.59
6ee6,6.67
6ei5,7.42
6ei4,5.28
6eil,5.55
6eip,5.7
6eif,6.98
6eij,5.77
6eee,7.54
6eiz,6.22
6ej4,6.8
6eiq,6.42
6ej2,7.8
6eis,6.6
6ej3,5.93
6ekn,6.29
6ekq,5.46
6ek3,6.48
6eji,3.52
6ekd,6.44
6ela,7.59
6eir,6.24
6eln,6.05
6el5,6.88
6elp,6.63
6elo,6.29
6em6,4.0
6emu,5.03
6em7,4.53
6ema,4.53
6eks,3.84
6eku,4.28
6enm,8.32
6emh,6.08
6en4,8.3
6enx,6.08
6en5,7.94
6en6,7.94
6eo0,6.43
6eo8,7.0
6eox,6.85
6eol,7.43
6ep9,6.84
6eo9,6.8
6eog,5.8
6ep4,5.35
6eq4,5.62
6eq2,5.89
6epa,5.95
6eq6,4.82
6eq3,6.15
6eq5,4.74
6eq7,7.0
6epy,6.46
6eq1,4.61
6epz,7.14
6eq8,8.0
6equ,6.38
6eqm,7.96
6eqp,5.96
6eqs,6.43
6eqv,6.62
6eqa,4.85
6er3,3.24
6eqw,10.65
6eqx,10.47
6er4,2.77
6eru,4.53
6ert,5.23
6erv,5.36
6esm,5.53
6erw,5.36
6esa,4.53
6es0,5.65
6et8,8.25
6esj,5.68
6esn,8.05
6esy,5.59
6eu6,4.39
6etg,4.66
6ets,5.64
6eum,6.52
6euw,7.77
6evm,2.82
6euv,8.62
6evn,4.71
6etj,6.72
6eux,5.92
6evo,5.17
6evp,4.53
6euc,3.77
6evq,2.0
6ew6,3.08
6evr,8.06
6ew3,7.4
6ewe,5.51
6ev0,5.74
6euz,4.18
6exj,4.33
6ew7,5.54
6ex1,7.31
6ewk,3.77
6ey7,4.3
6eww,5.05
6exm,5.52
6ey8,5.81
6ey9,5.91
6eya,7.48
6ex0,4.03
6exi,5.05
6exs,3.44
6eyb,5.37
6ezi,5.31
6eyt,5.72
6f05,4.47
6ez9,7.77
6ezg,7.69
6eyz,8.1
6ezh,7.04
6ezq,4.66
6f0y,5.11
6f1n,6.26
6ez6,7.4
6f20,4.31
6f08,5.39
6f1x,7.7
6f1w,7.96
6f09,5.97
6f23,8.3
6f1j,4.62
6f22,8.7
6f2n,6.7
6f28,5.67
6f26,7.62
6f29,5.49
6f3b,6.56
6f3g,7.16
6f3e,7.15
6f55,4.16
6f4n,5.22
6f3d,8.4
6f3i,7.68
6f34,4.94
6f5m,6.3
6f3f,4.52
6f4x,4.97
6f4w,5.53
6f5u,3.54
6f5w,3.83
6f6n,3.02
6f5l,9.19
6f6r,8.25
6f6i,3.19
6f6s,2.89
6f7b,8.89
6f86,7.43
6f6d,4.1
6f6u,4.8
6f7t,9.44
6f8g,4.18
6f8j,7.07
6f8b,5.21
6f7c,5.9
6f7i,7.85
6f8r,4.7
6f8t,5.15
6f94,7.0
6f7q,8.96
6f8v,4.8
6f96,7.72
6f8u,6.1
6f9g,5.7
6f8w,4.64
6f90,6.0
6f8x,4.77
6f9r,4.97
6fa2,6.66
6fa3,7.42
6fa4,7.29
6f9t,7.86
6f9u,5.13
6fap,2.15
6faf,6.51
6fag,6.59
6f9v,6.76
6fa5,6.75
6f92,6.4
6fam,4.01
6faa,6.75
6fc6,5.25
6fac,6.75
6fau,5.44
6fba,4.7
6fav,5.33
6faw,5.57
6fcj,7.15
6fdp,5.26
6fdt,4.3
6fdq,3.95
6fbw,4.78
6fcl,4.64
6fby,5.03
6fdu,3.69
6fel,6.4
6fer,4.36
6fdc,5.64
6fe0,6.48
6fe1,8.48
6ffe,6.1
6few,5.85
6fff,7.3
6ffg,7.2
6ffn,8.22
6fex,7.54
6fe5,9.3
6fg6,3.4
6ffi,8.1
6ffh,6.34
6fgf,3.96
6fgl,4.62
6fgg,4.77
6ffs,7.2
6fh6,3.0
6fh7,3.0
6fgq,7.85
6fhq,2.47
6fi1,2.15
6fgc,5.48
6fhu,2.64
6fgy,7.15
6fhk,7.51
6fbv,6.52
6fkp,6.52
6fil,5.85
6fiv,8.08
6fky,6.49
6fh3,3.07
6fi5,5.52
6fkq,8.0
6fmc,5.88
6flg,7.52
6fkz,6.05
6fi4,5.66
6fmf,5.88
6fmj,6.12
6fmi,5.03
6fmk,4.67
6fmp,5.64
6fn9,3.55
6fmn,5.95
6fne,5.52
6fni,8.22
6fii,8.02
6fng,7.14
6fnf,7.89
6fnj,6.85
6fnx,4.9
6fnq,4.59
6fjm,6.24
6fnr,5.59
6fo7,7.87
6fo5,6.72
6fnt,4.68
6fns,4.03
6fod,8.15
6fob,7.63
6fo8,7.74
6fo9,7.75
6fqo,6.85
6fr0,6.84
6fqu,5.66
6frf,7.4
6fjf,8.17
6frj,3.71
6fs1,7.01
6ft3,6.42
6fsy,6.61
6ft4,6.63
6fr2,7.92
6fsd,4.24
6ft7,5.0
6fse,4.74
6ftf,8.1
6fs0,9.77
6ft9,6.96
6ft8,7.36
6ftp,5.82
6fty,2.7
6ftz,3.0
6ftw,6.49
6fu4,6.19
6fug,4.3
6fuh,3.77
6fu1,5.36
6fui,4.46
6fuj,4.3
6fut,4.7
6fv1,5.97
6fv2,4.3
6ftn,6.7
6fu5,7.5
6ful,4.92
6fx1,3.98
6fvn,5.3
6fvl,6.8
6ety,8.05
6fyi,6.7
6fv4,2.92
6fvm,6.6
6fym,5.07
6fyk,8.52
6fyl,8.15
6fyp,6.84
6fyv,7.96
6fzf,6.82
6fyz,7.41
6fzg,6.55
6fzp,6.42
6fzj,6.33
6fzm,6.04
6fzu,3.67
6fz4,5.95
6g0q,4.61
6g0v,3.78
